mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,label
-299.1386413574219,82.95614624023438,-10.262654304504396,24.58318328857422,-3.526015043258667,0.4126904606819153,-0.1642965227365493,-15.326003074645996,-2.5237553119659424,-1.8553197383880613,-2.5815060138702397,4.046869277954102,-9.639276504516602,REAL
-313.28387451171875,58.70973587036133,2.5429527759552,40.88108825683594,-19.09293937683105,-13.404792785644531,-23.28453063964844,-19.4538516998291,-13.49787712097168,-18.40494728088379,-9.689193725585938,-10.24833869934082,-3.613193035125733,FAKE
-238.14288330078125,68.75657653808594,-20.17998504638672,2.402930498123169,-13.845955848693848,-0.865747332572937,-21.06611633300781,-19.47479820251465,-15.486292839050291,-11.77333164215088,-7.819184303283691,-5.704336643218994,-18.401840209960938,FAKE
-326.9566955566406,79.40203857421875,6.200576305389404,11.766460418701172,-6.401426792144775,-2.737917423248291,-11.867287635803224,-14.55666160583496,-11.101282119750977,-5.955444812774658,-11.416217803955078,-3.634876012802124,-4.02251672744751,REAL
-209.67092895507807,95.30560302734376,-5.897770881652832,39.14579772949219,0.909454107284546,5.325024127960205,-10.885686874389648,-27.861461639404297,-1.0689795017242432,-11.241594314575195,-7.710071086883545,-6.444367408752441,-7.340740203857422,REAL
-295.033203125,80.10903930664062,-6.094918727874756,19.00452423095703,-9.204449653625488,2.550367832183838,-16.286230087280273,-10.89413356781006,-8.378003120422363,-14.979931831359863,-10.603116989135742,-4.15332555770874,-2.935009479522705,REAL
-316.962890625,83.35868835449219,6.47659969329834,17.469497680664062,-10.643229484558104,-16.214988708496094,-1.9165538549423216,-21.72055053710937,-2.709385871887207,-9.205337524414062,-13.70639705657959,1.4473029375076294,-11.417139053344728,FAKE
-264.85797119140625,94.03567504882812,3.394075870513916,27.009185791015625,4.961521625518799,7.238752841949463,-4.23367166519165,-22.13183212280273,0.795753002166748,-8.281553268432617,-1.9527409076690676,-8.186934471130371,-7.409900665283203,REAL
-238.3132781982422,66.66004943847656,-1.6122440099716189,20.81562805175781,-10.97538948059082,-8.242350578308105,-18.88973999023437,-18.506593704223636,-4.562882423400879,-13.3751859664917,-4.81127405166626,-2.660998582839966,-8.008919715881348,FAKE
-323.0607604980469,56.67897033691406,-9.248979568481444,23.661624908447266,-14.065377235412598,-4.930474758148193,-21.46617317199707,-17.19522476196289,-6.794312000274658,-14.41630744934082,-0.3211999833583832,-3.6934640407562256,-6.915783405303955,REAL
-347.86798095703125,55.1689338684082,14.463472366333008,17.945098876953125,-1.6076029539108276,-12.85793113708496,-20.60298156738281,-20.94478225708008,-16.529130935668945,-12.441434860229492,-13.63312530517578,-4.917112350463867,-9.32716941833496,FAKE
-219.21702575683597,63.68212890625,-15.85996150970459,11.996856689453123,-23.981714248657227,-0.4660980999469757,-21.61571311950684,-18.950708389282227,-19.516189575195312,-16.92316436767578,-5.587947845458984,-7.509371757507324,-21.229984283447266,FAKE
-299.47222900390625,119.30665588378906,1.8587093353271484,24.47817039489746,7.732030391693115,1.916254997253418,-10.607848167419434,-25.958364486694336,4.107025623321533,-2.3742237091064453,-4.039251804351807,-5.619348049163818,-3.5200910568237305,REAL
-296.6797180175781,66.63967895507812,-12.050642013549805,16.20697593688965,-19.730913162231445,-5.164976596832275,-10.418456077575684,-17.685754776000977,-7.046448230743408,-16.70213508605957,-6.294351577758789,-7.378498554229736,-0.1231793314218521,REAL
-258.5659484863281,61.15394592285156,-10.020722389221191,17.161991119384766,-11.596227645874023,-4.275948524475098,-21.127172470092773,-6.503446102142334,-6.8541364669799805,-5.166007041931152,-5.076488494873047,-8.171601295471191,-8.896785736083984,FAKE
-266.5994873046875,79.69075775146484,11.757551193237305,41.416934967041016,4.829466819763184,3.738771438598633,-20.515567779541016,-21.86580467224121,1.221058368682861,-8.770365715026855,-6.317075252532959,-4.6746368408203125,-1.190674066543579,REAL
-340.38580322265625,65.19715881347656,6.485201358795166,26.561038970947266,-0.955366551876068,-3.865876913070679,-11.132072448730469,-18.11441421508789,-6.710052490234375,-7.339677810668945,-10.1885986328125,-4.435056686401367,-4.051418781280518,REAL
-307.1414794921875,54.98201370239258,-16.58415985107422,16.418481826782227,-3.541522741317749,-2.085115671157837,-13.741625785827637,-11.14875602722168,-7.067373752593994,-10.958992958068848,-9.61178207397461,-1.0568031072616575,-6.457635402679443,FAKE
-320.1455383300781,85.07260131835938,3.5325284004211426,1.3557188510894775,-14.059450149536133,-5.531780242919922,-15.469632148742676,-27.05545234680176,-12.317082405090332,-16.46511459350586,-10.151530265808104,-14.477928161621094,-6.133890151977539,FAKE
-221.61631774902344,117.08636474609376,-32.056732177734375,26.543590545654297,-6.660219669342041,-12.570235252380373,-9.363018989562988,-29.670726776123047,-19.482616424560547,-7.483573436737059,-20.816137313842773,-2.7473700046539307,-4.811276435852051,FAKE
-223.3267364501953,99.71968841552734,-3.5814976692199707,12.66080093383789,-6.295051574707031,-11.003192901611328,-7.141050815582275,-20.740488052368164,-21.27825927734375,2.770576000213623,-16.647666931152344,-9.992269515991213,-4.776320934295654,FAKE
-357.7446594238281,83.04733276367188,-12.991741180419922,17.416833877563477,-1.5138484239578247,-5.304235458374023,-2.883021354675293,-16.294719696044922,-8.355549812316895,-4.403452396392822,-4.441224098205566,0.2821466326713562,-5.819569110870361,REAL
-288.5090026855469,64.2273178100586,7.629796028137207,37.18880081176758,-15.49213409423828,-19.235929489135746,-24.303058624267575,-25.042037963867188,-12.103031158447266,-11.178716659545898,-10.795763969421388,-8.060871124267578,-7.293541431427002,FAKE
-318.0280456542969,73.110595703125,-10.010114669799805,15.978468894958496,-8.477437973022461,-2.220170259475708,-17.787681579589844,-20.36886405944824,-9.61929416656494,-9.105478286743164,-5.843351364135742,-6.778106689453125,-4.512279510498047,REAL
-288.6488952636719,68.45482635498047,-3.3544023036956787,15.339188575744627,-2.724525451660156,-3.87308406829834,-13.448223114013672,-14.579660415649414,-6.48415470123291,-3.6894824504852295,-9.103713989257812,-5.3824543952941895,-3.5138823986053467,REAL
-317.3961181640625,77.51058197021484,2.184610366821289,25.314239501953125,1.3128565549850464,-3.147801399230957,-10.488736152648926,-19.14236831665039,-16.366504669189453,-4.534685134887695,-13.891687393188477,-6.135287761688232,0.6735321283340454,REAL
-273.9025573730469,71.9244384765625,-6.495100498199463,8.857427597045898,-9.838135719299316,4.00446891784668,-22.005504608154297,-23.01442527770996,-7.720799922943115,-9.679126739501951,-8.564179420471191,-10.084901809692385,-13.874503135681152,REAL
-349.706787109375,82.76982879638672,1.82680344581604,25.426801681518555,-10.418587684631348,3.0427823066711426,-10.806096076965332,-5.766985893249512,-7.915860652923584,-10.265515327453612,-4.8025383949279785,-4.76027250289917,-3.168884038925171,REAL
-264.5230407714844,62.89704895019531,-8.653119087219238,38.27745819091797,-18.714012145996094,-3.269660711288452,-13.894878387451172,-13.192826271057127,-10.820220947265623,-18.07514190673828,-7.142983436584473,-3.926954984664917,-9.14819622039795,REAL
-357.7850646972656,84.6533432006836,0.9086594581604004,21.73850440979004,-4.4849042892456055,-8.0822172164917,-11.913192749023438,-11.420699119567873,-2.462918519973755,-4.175600528717041,-7.066718101501465,-10.885368347167969,-7.713456630706787,FAKE
-316.62188720703125,56.13705825805664,-8.024940490722656,12.889589309692385,-0.5793572664260864,-23.084312438964844,-34.70259094238281,-2.8791310787200928,-0.4967794418334961,-5.739939689636231,-3.015389442443848,-15.007349014282228,-6.133752822875977,REAL
-257.15264892578125,83.36097717285156,-3.1487960815429688,17.311437606811523,0.4652985036373138,3.671714782714844,-14.912023544311523,-23.360692977905277,-2.7300257682800293,-2.7324769496917725,-3.5710487365722656,-5.24022102355957,-4.678259372711182,REAL
-256.069091796875,67.72264862060547,-1.8606561422348025,32.74207305908203,0.7696482539176941,-11.686702728271484,-13.501262664794922,-21.80704689025879,-20.375925064086918,-4.806809425354004,-20.225481033325195,-1.8441275358200075,-1.3751941919326782,FAKE
-259.4186096191406,68.54688262939453,-4.895819187164307,24.003084182739254,-11.98027229309082,-0.999275267124176,-14.089158058166504,-14.463953971862791,-8.465635299682617,-13.016569137573242,-11.58989715576172,-2.3702609539031982,-9.624098777770996,REAL
-250.408447265625,68.09943389892578,9.937631607055664,4.6257643699646,-5.446101188659668,-2.923425674438477,-22.222192764282227,-17.69903564453125,-14.870463371276855,-7.597020149230957,-10.333951950073242,-9.493128776550291,-2.027510404586792,FAKE
-360.8141174316406,56.04164505004883,25.34733772277832,11.005731582641602,-2.629208564758301,-13.639756202697754,-13.973024368286133,-22.16545867919922,-14.543025970458984,-12.75510311126709,-13.565733909606934,-5.016132831573486,-13.190879821777344,FAKE
-235.94659423828125,82.03184509277344,-14.41697883605957,24.12709045410156,-22.514816284179688,-8.772436141967773,-15.158354759216309,-23.694602966308597,-15.26003360748291,-16.143657684326172,-12.900450706481934,-10.757198333740234,-8.640735626220703,FAKE
-180.3497772216797,53.38511657714844,-0.4812290370464325,21.35660171508789,-22.27048110961914,-14.327913284301758,-12.363947868347168,-10.7808198928833,-20.913068771362305,-13.51655101776123,-11.3869047164917,-1.8201264142990112,-12.28117561340332,FAKE
-339.94970703125,71.07538604736328,8.451080322265625,32.18001174926758,0.4014826416969299,-3.897586345672608,-5.478445529937744,-9.6516752243042,-18.412885665893555,-12.8160400390625,-13.423633575439451,-0.2644922733306885,-0.1080805659294128,FAKE
-281.65460205078125,121.1604995727539,-9.607089042663574,22.298494338989254,-0.2887331247329712,-2.7649929523468018,4.04093599319458,-15.600062370300291,-5.50004243850708,-2.608163595199585,-1.787593960762024,4.060714244842529,-10.630661010742188,REAL
-332.0636901855469,70.01301574707031,-13.339971542358398,14.67182159423828,1.100944757461548,-4.826271057128906,-11.195106506347656,-19.78411865234375,-13.816868782043455,-0.7300446629524231,-8.337946891784668,-1.5881567001342771,0.1004321351647377,REAL
-217.6183319091797,80.61088562011719,-12.929717063903809,17.090654373168945,-15.46484088897705,-12.596689224243164,-28.372934341430664,-25.36149024963379,-12.868610382080078,-11.627182006835938,-10.51698112487793,-12.91020393371582,-2.831829071044922,FAKE
-291.11053466796875,68.77605438232422,-6.828778266906738,21.656330108642575,-13.748244285583496,3.067896604537964,-11.264327049255373,-8.888381958007812,-3.820242404937744,-10.332077026367188,-5.973698616027832,-2.872367143630981,-3.319540023803711,REAL
-386.2113342285156,45.57753372192383,17.117700576782227,20.878528594970703,5.6992506980896,2.318169593811035,-1.7149666547775269,-6.2965850830078125,-1.0669771432876587,-3.381207227706909,-6.644326210021973,-2.7500460147857666,-2.9126925468444824,REAL
-349.099853515625,52.04229736328125,4.966063022613525,4.7307658195495605,-1.2932898998260498,-8.321699142456055,-21.408138275146484,-18.43535614013672,-9.351048469543455,-6.202969074249268,-10.016550064086914,-6.222184658050537,-2.963752031326294,FAKE
-226.4499664306641,64.57052612304688,-24.234411239624023,37.6594123840332,-38.8663330078125,-17.84186553955078,-23.048725128173828,-19.4190616607666,-11.4135103225708,-21.368513107299805,-8.599217414855957,-9.833227157592772,-5.349774360656738,FAKE
-306.9187927246094,65.15013122558594,10.24281883239746,11.90420627593994,-3.5443947315216064,-4.54800271987915,-5.86396598815918,-10.89775562286377,-6.594950675964356,-10.82172393798828,-4.873485088348389,-9.530022621154783,-9.904536247253418,FAKE
-330.0280456542969,67.91212463378906,-8.398269653320312,22.71737289428711,-2.5706212520599365,-21.54666519165039,-21.586576461791992,-4.847103118896484,-5.390059947967529,-9.55053424835205,-2.929658889770508,-14.474479675292969,-7.0951995849609375,REAL
-370.425537109375,69.85665130615234,8.993057250976562,16.500221252441406,-1.0292764902114868,-2.7702198028564453,-4.689409255981445,-12.80440902709961,-4.087079048156738,-3.7332823276519775,-7.891165733337402,-3.503436326980591,-3.2224488258361816,REAL
-374.8201904296875,49.36018371582031,4.453449726104736,22.278772354125977,1.1167099475860596,2.6049861907958984,-6.574130058288574,-9.544107437133787,-3.475725650787353,-2.258927345275879,-3.481891393661499,-2.432257652282715,1.5025888681411743,REAL
-236.88890075683597,105.28087615966795,-15.70541000366211,30.1982421875,3.1244773864746094,-10.567729949951172,-9.233314514160156,-24.7684326171875,-20.55122184753418,-1.9015600681304927,-15.847905158996582,-7.008429527282715,0.3761613965034485,FAKE
-276.9701232910156,66.94684600830078,-21.03651237487793,24.687788009643555,-2.9653029441833496,-2.3126895427703857,-11.456998825073242,-15.401612281799316,-1.8659876585006716,-17.12546157836914,-3.30806040763855,-2.907338857650757,-12.403056144714355,REAL
-363.0591735839844,83.29540252685547,11.353805541992188,36.3651237487793,12.386637687683104,-1.159128189086914,-13.745168685913086,-24.61045837402344,-5.82896614074707,-11.091560363769531,-8.087475776672363,-4.243038177490234,-3.760988235473633,FAKE
-401.5767822265625,72.48086547851562,-7.145090103149414,23.68643569946289,-0.9413785338401794,-9.789543151855469,-5.179476261138916,-21.95302963256836,-13.161988258361816,-11.547011375427246,-9.09059238433838,-3.858800411224365,-6.176529884338379,FAKE
-249.8278045654297,118.5068359375,-9.829432487487791,40.97156524658203,2.6660726070404053,7.146775245666504,-12.002781867980955,-26.77491950988769,-3.601804733276367,-15.706669807434082,-6.338913917541504,-3.110769271850586,-8.983800888061523,FAKE
-225.87692260742188,64.30042266845703,-20.75030517578125,14.638453483581545,-19.901159286499023,-6.7739739418029785,-22.468170166015625,-21.06192779541016,-17.069107055664062,-20.871461868286133,-5.636528968811035,-4.824892520904541,-21.59691047668457,FAKE
-294.849365234375,45.04758834838867,18.874794006347656,36.02995681762695,-15.42426872253418,-11.757109642028809,-18.30841445922852,-21.15201568603516,-16.00971031188965,-17.798831939697266,-9.492535591125488,-5.69661283493042,-16.25996971130371,FAKE
-296.6891784667969,66.91412353515625,-1.1682926416397097,31.81954002380371,2.776005983352661,-9.335673332214355,-13.664033889770508,-16.729862213134766,-15.19707489013672,-5.578176975250244,-13.917685508728027,-3.5217268466949463,2.346375703811645,REAL
-229.0508270263672,110.30646514892578,-18.07256317138672,31.51423454284668,-9.872396469116213,-5.780149936676025,-2.7411651611328125,-19.919509887695312,-16.13260269165039,-7.00628662109375,-8.26352310180664,-3.578175544738769,-7.6272292137146,FAKE
-266.8505859375,69.35592651367188,-1.717921495437622,28.54519462585449,-11.601029396057127,-5.063348293304443,-23.521387100219727,-10.160316467285156,-12.357738494873049,-18.91321563720703,-5.901267528533936,-7.773655891418457,-3.749081134796143,FAKE
-385.6219177246094,48.94370269775391,4.312521934509277,19.622089385986328,-3.797648906707764,1.3985204696655271,-2.4203133583068848,-12.29685401916504,-7.74617862701416,-14.100648880004885,-4.497453212738037,-7.084781646728516,-0.5872992277145386,REAL
-263.70574951171875,63.20986175537109,-9.394097328186035,29.303489685058597,-12.243670463562012,3.274585247039795,-19.434398651123047,-12.745311737060549,-7.476088523864746,-19.653579711914062,-1.4644702672958374,-4.995270252227783,-9.213367462158203,FAKE
-201.3081817626953,82.33816528320312,-11.998771667480469,34.635154724121094,-39.99480056762695,-12.420238494873049,-27.433195114135746,-26.664194107055664,-13.90670108795166,-21.884172439575195,-13.00703239440918,-13.792265892028809,-4.329545021057129,FAKE
-243.3842620849609,71.27496337890625,0.9429531097412108,22.73152732849121,-2.798481702804565,-7.340579509735107,-9.802170753479004,-18.42026710510254,-16.12556266784668,-4.777247428894043,-11.007226943969728,-6.016960144042969,-10.595070838928224,REAL
-334.1397399902344,109.54182434082033,-25.0231990814209,35.26251602172852,-6.811924457550049,-15.020623207092283,-1.969612717628479,-20.64759635925293,-10.934247970581056,-19.78696060180664,-5.076303958892822,-2.656696319580078,-12.902471542358398,REAL
-212.4956970214844,104.95621490478516,-11.315871238708496,41.17964172363281,-5.632844924926758,-4.716559410095215,-0.7715450525283813,-20.88993453979492,-11.501283645629885,-7.345760822296143,-7.973368167877197,6.663267135620117,-9.31308650970459,FAKE
-304.2197265625,90.93081665039062,0.9578569531440736,35.02790069580078,2.31267523765564,-1.6371877193450928,-1.8509844541549685,-13.825397491455078,-6.319739818572998,-5.827250957489014,-5.724737167358398,3.197338581085205,-7.8654584884643555,REAL
-404.3962707519531,73.12369537353516,-3.0925962924957275,37.693790435791016,-2.125640392303467,-10.818927764892578,-6.752720355987549,-23.306520462036133,-16.820556640625,-14.134769439697266,-9.415635108947754,-2.711693048477173,-4.769522190093994,FAKE
-272.803955078125,65.17926025390625,-10.058849334716797,13.36216640472412,-11.765302658081056,-10.072761535644531,-20.511838912963867,-14.16178035736084,-12.406448364257812,-10.397782325744627,-15.524038314819336,2.1554477214813232,-5.683953285217285,FAKE
-248.36398315429688,76.52099609375,18.589767456054688,29.928749084472656,-3.218413114547729,0.5044639110565186,-8.224273681640625,-15.84516429901123,-18.244373321533203,-13.5219144821167,-11.53846836090088,-6.594915390014648,-5.801406383514404,FAKE
-376.7637939453125,55.7785758972168,7.263749599456787,17.704479217529297,1.8769960403442385,-2.065342664718628,-11.808794975280762,-13.84132480621338,-7.485435009002685,3.6781539916992183,-7.405116558074951,-4.695154666900635,4.288598537445068,REAL
